250 77.2430989333 0.136302817922 76.9758640429 77.5103338237 250 0.0546617751969 0.000623583871508 0.0534391785543 0.0558843718396 250 77.2977607085 0.136522769414 77.0300945818 77.5654268352
500 76.6051027444 0.107712636928 76.3939387282 76.8162667605 500 0.0994860047491 0.00108255276915 0.0973637264635 0.101608283035 500 76.7045887491 0.107626590761 76.4935934212 76.9155840771
1000 76.2337168182 0.0686108637864 76.0992271966 76.3682064398 1000 0.258708782449 0.00210776580395 0.254577182732 0.262840382166 1000 76.4924256006 0.0688568484794 76.3574538048 76.6273973964
2000 73.4924330546 0.0126001002043 73.4677335746 73.5171325346 2000 0.367774627485 0.00355620688948 0.360803535235 0.374745719734 2000 73.8602076821 0.0158000639294 73.8292354393 73.8911799249


