250 31.519215556 14.6444312399 0.110034380442 62.9283967315 250 80.8489308887 2.38789347836 75.7274087441 85.9704530332
500 45.949656833 27.5198195695 -16.3045001234 108.203813789 500 82.4318271669 2.78978849055 76.1208871504 88.7427671833
1000 70.860208636 33.3549237989 -3.45919298467 145.179610257 1000 82.5174107584 2.96294800365 75.9155511951 89.1192703217
2000 522.995584583 264.867566536 -319.931223929 1365.9223931 2000 80.7482129177 1.31028583548 76.5782986017 84.9181272337

