5 2.93455751059 0.109545514714 2.71983319185 3.14928182933 13640
4 16.657657098 2.09919028017 12.5304456415 20.7848685544 389
3 18.4111643252 3.22021779428 12.0701368492 24.7521918013 261
2 13.3922337963 2.3523359648 8.72225646181 18.0622111308 96
1 0.130185185185 0.0806725535118 -0.0558460567966 0.316216427167 9
