5 38.9580388563 3.24902361294 32.5895044285 45.3265732841 13640
4 75.1028277635 5.43851872851 64.4101730697 85.7954824573 389
3 203.218646232 42.5746987574 119.383529525 287.053762939 261
2 135.163020833 32.195164771 71.2475376667 199.078504 96
1 23.9407407407 4.99081468447 12.4319014412 35.4495800403 9
