5 85.2355571848 0.349948613269 84.5496096334 85.9215047361 13640
4 153.269922879 5.69888536018 142.065362164 164.474483595 389
3 225.574712644 12.3255351967 201.30413148 249.845293807 261
2 167.5 34.4365295286 99.1348451994 235.865154801 96
1 31.1111111111 3.98901096825 21.9124353236 40.3097868986 9
