# <number of nodes> <number of jobs> <execution time> <total number of jobs>
1 2586 100417.1 14970
2 516 13693.9666667 14970
3 43 633.7 14970
4 1090 29278.3833333 14970
5 72 1467.1 14970
6 17 600.1 14970
7 0 0 14970
8 6038 62561.6833333 14970
9 0 0 14970
10 50 839.533333334 14970
11 1 31.8166666667 14970
12 1 61.95 14970
13 0 0 14970
14 0 0 14970
15 1 23.2666666667 14970
16 978 6504.68333333 14970
17 0 0 14970
18 1 8.25 14970
19 0 0 14970
20 42 547.5 14970
21 0 0 14970
22 3 271.183333333 14970
23 5 389.65 14970
24 31 1975.35 14970
25 0 0 14970
26 0 0 14970
27 7 470.766666667 14970
28 0 0 14970
29 1 0.25 14970
30 1 62.3166666667 14970
31 3 106.6 14970
32 139 11737.0666667 14970
33 0 0 14970
34 9 135.683333333 14970
35 8 533.733333333 14970
36 812 48318.8166667 14970
37 0 0 14970
38 0 0 14970
39 0 0 14970
40 62 4984.11666667 14970
41 2 108.383333333 14970
42 0 0 14970
43 0 0 14970
44 1 0.383333333333 14970
45 0 0 14970
46 659 51544.35 14970
47 0 0 14970
48 21 470.133333333 14970
49 0 0 14970
50 7 326.583333333 14970
51 0 0 14970
52 0 0 14970
53 0 0 14970
54 0 0 14970
55 0 0 14970
56 0 0 14970
57 0 0 14970
58 0 0 14970
59 3 85.9333333333 14970
60 1 32.7 14970
61 0 0 14970
62 0 0 14970
63 0 0 14970
64 61 2000.5 14970
65 1 31.6166666667 14970
66 0 0 14970
67 0 0 14970
68 0 0 14970
69 0 0 14970
70 0 0 14970
71 0 0 14970
72 71 3010.26666667 14970
73 0 0 14970
74 0 0 14970
75 0 0 14970
76 0 0 14970
77 0 0 14970
78 0 0 14970
79 0 0 14970
80 299 11636.8333333 14970
81 0 0 14970
82 0 0 14970
83 0 0 14970
84 9 971.3 14970
85 0 0 14970
86 0 0 14970
87 0 0 14970
88 0 0 14970
89 0 0 14970
90 0 0 14970
91 0 0 14970
92 0 0 14970
93 0 0 14970
94 0 0 14970
95 0 0 14970
96 442 50761.3 14970
#97 13 128327.183333 14970
98 0 0 14970
99 0 0 14970
100 51 3628.08333333 14970
101 0 0 14970
102 0 0 14970
103 0 0 14970
104 0 0 14970
105 0 0 14970
106 0 0 14970
107 0 0 14970
108 6 605.599999999 14970
109 0 0 14970
110 0 0 14970
111 0 0 14970
112 0 0 14970
113 0 0 14970
114 0 0 14970
115 0 0 14970
116 0 0 14970
117 26 509.7 14970
118 0 0 14970
119 0 0 14970
120 9 875.066666667 14970
121 0 0 14970
122 0 0 14970
123 0 0 14970
124 0 0 14970
125 0 0 14970
126 103 2932.3 14970
127 83 551.183333333 14970
128 29 3869.5 14970
129 0 0 14970
130 1 14.6 14970
131 0 0 14970
132 0 0 14970
133 0 0 14970
134 0 0 14970
135 0 0 14970
136 0 0 14970
137 0 0 14970
138 0 0 14970
139 0 0 14970
140 0 0 14970
141 0 0 14970
142 0 0 14970
143 0 0 14970
144 3 56.5166666667 14970
145 0 0 14970
146 0 0 14970
147 0 0 14970
148 0 0 14970
149 16 264.283333333 14970
150 20 1800.56666667 14970
151 0 0 14970
152 0 0 14970
153 0 0 14970
154 0 0 14970
155 0 0 14970
156 0 0 14970
157 0 0 14970
158 0 0 14970
159 0 0 14970
160 0 0 14970
161 0 0 14970
162 0 0 14970
163 0 0 14970
164 0 0 14970
165 0 0 14970
166 0 0 14970
167 0 0 14970
168 0 0 14970
169 9 48.5166666666 14970
170 0 0 14970
171 0 0 14970
172 0 0 14970
173 0 0 14970
174 0 0 14970
175 0 0 14970
176 0 0 14970
177 5 504.65 14970
178 0 0 14970
179 0 0 14970
180 3 792.783333333 14970
181 0 0 14970
182 0 0 14970
183 0 0 14970
184 0 0 14970
185 0 0 14970
186 0 0 14970
187 0 0 14970
188 0 0 14970
189 0 0 14970
190 0 0 14970
191 0 0 14970
192 2 721.066666666 14970
193 0 0 14970
194 0 0 14970
195 0 0 14970
196 0 0 14970
197 0 0 14970
198 0 0 14970
199 0 0 14970
200 22 2507.98333333 14970
201 0 0 14970
202 1 2.61666666667 14970
203 0 0 14970
204 0 0 14970
205 0 0 14970
206 0 0 14970
207 2 23.6666666666 14970
208 0 0 14970
209 0 0 14970
210 0 0 14970
211 0 0 14970
212 0 0 14970
213 0 0 14970
214 0 0 14970
215 0 0 14970
216 0 0 14970
217 1 12.4833333333 14970
218 0 0 14970
219 0 0 14970
220 0 0 14970
221 0 0 14970
222 0 0 14970
223 0 0 14970
224 0 0 14970
225 0 0 14970
226 0 0 14970
227 0 0 14970
228 0 0 14970
229 0 0 14970
230 0 0 14970
231 0 0 14970
232 0 0 14970
233 0 0 14970
234 0 0 14970
235 0 0 14970
236 0 0 14970
237 0 0 14970
238 0 0 14970
239 0 0 14970
240 1 60.5333333333 14970
241 0 0 14970
242 0 0 14970
243 0 0 14970
244 0 0 14970
245 0 0 14970
246 0 0 14970
247 0 0 14970
248 0 0 14970
249 0 0 14970
250 13 1949.26666667 14970
251 0 0 14970
252 0 0 14970
253 0 0 14970
254 0 0 14970
255 0 0 14970
256 94 14334.1333333 14970
257 0 0 14970
258 0 0 14970
259 0 0 14970
260 0 0 14970
261 0 0 14970
262 0 0 14970
263 0 0 14970
264 0 0 14970
265 0 0 14970
266 0 0 14970
267 0 0 14970
268 0 0 14970
269 0 0 14970
270 0 0 14970
271 0 0 14970
272 0 0 14970
273 0 0 14970
274 0 0 14970
275 0 0 14970
276 0 0 14970
277 0 0 14970
278 0 0 14970
279 0 0 14970
280 0 0 14970
281 0 0 14970
282 0 0 14970
283 0 0 14970
284 0 0 14970
285 0 0 14970
286 0 0 14970
287 0 0 14970
288 1 1.35 14970
289 0 0 14970
290 0 0 14970
291 0 0 14970
292 0 0 14970
293 0 0 14970
294 0 0 14970
295 0 0 14970
296 0 0 14970
297 0 0 14970
298 2 26.4666666667 14970
299 0 0 14970
300 2 175.916666666 14970
301 0 0 14970
302 0 0 14970
303 0 0 14970
304 0 0 14970
305 0 0 14970
306 0 0 14970
307 0 0 14970
308 0 0 14970
309 0 0 14970
310 0 0 14970
311 0 0 14970
312 0 0 14970
313 0 0 14970
314 0 0 14970
315 0 0 14970
316 0 0 14970
317 0 0 14970
318 0 0 14970
319 0 0 14970
320 48 14189.9 14970
321 0 0 14970
322 0 0 14970
323 0 0 14970
324 0 0 14970
325 0 0 14970
326 0 0 14970
327 0 0 14970
328 0 0 14970
329 0 0 14970
330 0 0 14970
331 0 0 14970
332 0 0 14970
333 0 0 14970
334 0 0 14970
335 0 0 14970
336 0 0 14970
337 0 0 14970
338 1 38.1 14970
339 0 0 14970
340 0 0 14970
341 0 0 14970
342 0 0 14970
343 0 0 14970
344 0 0 14970
345 0 0 14970
346 0 0 14970
347 0 0 14970
348 0 0 14970
349 0 0 14970
350 0 0 14970
351 0 0 14970
352 0 0 14970
353 0 0 14970
354 0 0 14970
355 0 0 14970
356 0 0 14970
357 0 0 14970
358 0 0 14970
359 0 0 14970
360 0 0 14970
361 0 0 14970
362 0 0 14970
363 0 0 14970
364 0 0 14970
365 0 0 14970
366 0 0 14970
367 0 0 14970
368 0 0 14970
369 0 0 14970
370 0 0 14970
371 0 0 14970
372 0 0 14970
373 0 0 14970
374 0 0 14970
375 0 0 14970
376 0 0 14970
377 0 0 14970
378 0 0 14970
379 0 0 14970
380 0 0 14970
381 0 0 14970
382 0 0 14970
383 0 0 14970
384 0 0 14970
385 0 0 14970
386 0 0 14970
387 0 0 14970
388 0 0 14970
389 0 0 14970
390 0 0 14970
391 0 0 14970
392 0 0 14970
393 0 0 14970
394 0 0 14970
395 0 0 14970
396 0 0 14970
397 0 0 14970
398 0 0 14970
399 0 0 14970
400 7 2653.43333333 14970
401 0 0 14970
402 0 0 14970
403 0 0 14970
404 0 0 14970
405 0 0 14970
406 0 0 14970
407 0 0 14970
408 0 0 14970
409 0 0 14970
410 0 0 14970
411 0 0 14970
412 0 0 14970
413 0 0 14970
414 0 0 14970
415 0 0 14970
416 0 0 14970
417 0 0 14970
418 0 0 14970
419 0 0 14970
420 0 0 14970
421 0 0 14970
422 0 0 14970
423 0 0 14970
424 0 0 14970
425 0 0 14970
426 0 0 14970
427 0 0 14970
428 0 0 14970
429 0 0 14970
430 0 0 14970
431 0 0 14970
432 0 0 14970
433 0 0 14970
434 0 0 14970
435 0 0 14970
436 0 0 14970
437 0 0 14970
438 0 0 14970
439 0 0 14970
440 0 0 14970
441 0 0 14970
442 0 0 14970
443 0 0 14970
444 0 0 14970
445 0 0 14970
446 0 0 14970
447 0 0 14970
448 0 0 14970
449 0 0 14970
450 0 0 14970
451 0 0 14970
452 0 0 14970
453 0 0 14970
454 0 0 14970
455 0 0 14970
456 0 0 14970
457 0 0 14970
458 0 0 14970
459 0 0 14970
460 0 0 14970
461 0 0 14970
462 0 0 14970
463 0 0 14970
464 0 0 14970
465 0 0 14970
466 0 0 14970
467 0 0 14970
468 0 0 14970
469 0 0 14970
470 0 0 14970
471 0 0 14970
472 0 0 14970
473 0 0 14970
474 0 0 14970
475 0 0 14970
476 0 0 14970
477 0 0 14970
478 0 0 14970
479 0 0 14970
480 0 0 14970
481 0 0 14970
482 0 0 14970
483 0 0 14970
484 0 0 14970
485 0 0 14970
486 0 0 14970
487 0 0 14970
488 0 0 14970
489 0 0 14970
490 0 0 14970
491 0 0 14970
492 0 0 14970
493 0 0 14970
494 0 0 14970
495 4 235.783333333 14970
496 0 0 14970
497 2 726.483333333 14970
498 0 0 14970
499 0 0 14970
500 3 140.75 14970
501 0 0 14970
502 0 0 14970
503 0 0 14970
504 0 0 14970
505 0 0 14970
506 0 0 14970
507 0 0 14970
508 0 0 14970
509 0 0 14970
510 0 0 14970
511 0 0 14970
512 15 658.816666667 14970
513 0 0 14970
514 0 0 14970
515 0 0 14970
516 0 0 14970
517 0 0 14970
518 0 0 14970
519 0 0 14970
520 0 0 14970
521 0 0 14970
522 0 0 14970
523 0 0 14970
524 0 0 14970
525 0 0 14970
526 0 0 14970
527 0 0 14970
528 0 0 14970
529 0 0 14970
530 0 0 14970
531 0 0 14970
532 0 0 14970
533 0 0 14970
534 0 0 14970
